VPVS_RATIO,P_IMPEDANCE,PHI
1.787,9731239.0,0.0401
1.7946,9848842.0,0.0408
1.8072,9997211.0,0.0418
1.8145,10019204.0,0.0437
1.8178,10029180.0,0.0445
1.8354,10047961.0,0.049
1.8749,10154115.0,0.0504
1.8957,10205538.0,0.0511
1.942,10320506.0,0.0527
1.911,10391095.0,0.05
1.8685,10521494.0,0.0465
1.8587,10551479.0,0.0457
1.8756,10572400.0,0.0407
1.9035,10663164.0,0.0324
1.9185,10745731.0,0.0305
1.9323,10822068.0,0.0288
1.9812,11102274.0,0.0227
1.9828,11222627.0,0.0185
1.9834,11248499.0,0.0171
1.9855,11345771.0,0.0116
1.9014,11409950.0,0.0072
1.8014,11499021.0,0.0021
1.8234,13200938.0,0.0006
1.8223,13256091.0,0.0007
1.8127,13712337.0,0.0015
1.8143,13988378.0,0.0064
1.8159,14183467.0,0.0113
1.817,14309677.0,0.0144
1.8173,14345017.0,0.0212
1.8177,14349366.0,0.0323
1.8273,14350189.0,0.0337
1.8682,14353920.0,0.0396
1.952,14381784.0,0.0515
2.0064,14335078.0,0.0566
2.0072,14334440.0,0.0567
2.0955,14269614.0,0.065
2.1445,14201216.0,0.067
2.1855,14148261.0,0.0686
2.2244,14098010.0,0.0702
2.2319,13990493.0,0.0704
2.244,13845778.0,0.0708
2.2427,13836692.0,0.0708
2.1888,13448440.0,0.0716
2.1046,12824097.0,0.0729
2.041,12523559.0,0.0738
2.03,12471432.0,0.07400000000000001
1.9157,11852816.0,0.0757
1.8636,11826380.0,0.0739
1.8282,11782812.0,0.0726
1.7772,11719973.0,0.0708
1.7727,11778246.0,0.0654
1.7658,11922277.0,0.0572
1.7651,11936450.0,0.0564
1.7866,12030505.0,0.0506
1.8231,12333730.0,0.0411
1.8385,12337997.0,0.0389
1.8457,12339988.0,0.0378
1.8828,12424613.0,0.0324
1.8685,12325181.0,0.0322
1.8613,12278937.0,0.032
1.8457,12177781.0,0.0317
1.8439,12126438.0,0.0343
1.8416,12002153.0,0.0377
1.8411,11973704.0,0.0385
1.8329,12072805.0,0.0425
1.8192,12105774.0,0.0491
1.8227,12172395.0,0.0501
1.8261,12236010.0,0.051
1.8381,12306512.0,0.0541
1.848,12241534.0,0.0514
1.8514,12239491.0,0.0505
1.8646,12231486.0,0.047
1.8655,12187634.0,0.0399
1.8666,12291874.0,0.0316
1.867,12334810.0,0.0282
1.8772,12464135.0,0.0233
1.8942,12853561.0,0.0153
1.8986,12932794.0,0.0152
1.9068,13081650.0,0.0148
1.9280000000000002,13409494.0,0.0139
1.926,13539101.0,0.0145
1.9256,13552063.0,0.0146
1.9226,13660976.0,0.0154
1.9128,13662203.0,0.0165
1.9032,13640601.0,0.0176
1.8969999999999998,13626799.0,0.0184
1.8887,13648869.0,0.0204
1.8749,13608848.0,0.0237
1.8731,13606789.0,0.0236
1.8648,13597383.0,0.0234
1.8482,13488776.0,0.0229
1.845,13464941.0,0.0187
1.845,13464738.0,0.0186
1.8396,13429606.0,0.0117
1.8452,13466264.0,0.0073
1.8498,13550289.0,0.0036
1.9092,13792884.0,0.0021
1.9079,13765653.0,0.0025
1.8951,13439188.0,0.0067
1.8828,13279555.0,0.0094
1.8748,13181680.0,0.0113
1.8633,13041121.0,0.013999999999999999
1.8519999999999999,12978037.0,0.0137
1.8353,12944893.0,0.0132
1.8336,12941572.0,0.0132
1.8477,13126849.0,0.0097
1.8714,13519027.0,0.0041
1.8632,13601115.0,0.003
1.8592,13640675.0,0.0025
1.8711,15983913.0,0.002
1.8784,15904850.0,0.004
1.8833,15851372.0,0.0054
1.8867,15703240.0,0.0055
1.8921,15505282.0,0.0058
1.8919,15491766.0,0.0055
1.8908,15421586.0,0.0036
2.0533,15958645.0,0.0011
2.0434,15876586.0,0.0013
1.9415,15038053.0,0.003
1.8782,14539974.0,0.0073
1.82,14016919.0,0.0114
1.7809,13664857.0,0.0143
1.7747,13495873.0,0.013000000000000001
1.7645,13411368.0,0.0109
1.767,13428302.0,0.0104
1.7812,13527465.0,0.0077
1.8094,14011580.0,0.0026
1.8179,14374136.0,0.0017
1.8181,14384106.0,0.0016
1.8979,15386096.0,0.0008
1.9056,15213655.0,0.002
1.8933,15069231.0,0.0046
1.8904,15034966.0,0.0052
1.8658,14828474.0,0.0106
1.8676,14800289.0,0.0141
1.8687,14789373.0,0.0164
1.8704,14771935.0,0.0201
1.8773,14858735.0,0.0221
1.8876,14964550.0,0.025
1.8889,14978166.0,0.0254
1.8845,15072999.0,0.0247
1.8771,15223417.0,0.0236
1.8863,15254222.0,0.0221
1.8915,15271575.0,0.0213
1.9154,15372650.0,0.0174
1.9116,15355705.0,0.0154
1.9099,15352604.0,0.0144
1.9055,15344708.0,0.012
1.913,15321504.0,0.0122
1.9227,15298027.0,0.0124
1.9253,15291692.0,0.0125
1.9269,15299260.0,0.0155
1.9295,15292632.0,0.0204
1.9398,15298212.0,0.0221
1.9513,15304416.0,0.024
1.9872,15284260.0,0.0301
1.9969,15264487.0,0.0308
1.9998,15252029.0,0.031
2.0129,15196178.0,0.0319
2.0101,15092327.0,0.0287
2.0069,14976855.0,0.0251
2.0055,14923945.0,0.0235
2.0047,14827056.0,0.0193
2.0033,14728583.0,0.0124
2.003,14734304.0,0.0116
2.0021,14747196.0,0.0099
2.0001,14856388.0,0.0058
1.9597,14966506.0,0.0056
1.9543,14985259.0,0.0055
1.8925,15199771.0,0.0052
1.8952,15298899.0,0.0069
1.8978,15381633.0,0.0086
1.8997,15440892.0,0.0098
1.8962,15409033.0,0.0108
1.8906,15287990.0,0.0125
1.8899,15286022.0,0.0122
1.8857,15274039.0,0.0103
1.8778,15198227.0,0.0068
1.8828,15214114.0,0.0043
1.883,15214649.0,0.0042
1.8611,14982797.0,0.0015
1.8616,14990409.0,0.0019
1.8656,15020650.0,0.0051
1.8668,15116547.0,0.0058
1.8675,15152374.0,0.0063
1.8687,15211220.0,0.006999999999999999
1.8701,15342502.0,0.0043
1.8722,15529567.0,0.0005
2.0996,16527795.0,0.0003
2.1499,16400824.0,0.0009
2.1546,16328182.0,0.0027
2.1659,16155300.0,0.006999999999999999
2.1913,15702231.0,0.017
2.1709,15372757.0,0.0216
2.1685,15332588.0,0.0222
2.1388,14833463.0,0.0293
2.0793,14536055.0,0.0304
2.0247,14276049.0,0.0315
1.9853,14088264.0,0.0323
1.9448,13976855.0,0.0314
1.8789,13822148.0,0.0298
1.8730000000000002,13820491.0,0.0297
1.8323,13808935.0,0.0286
1.7553,13833452.0,0.0267
1.7604,14032376.0,0.0248
1.7606,14042371.0,0.0247
1.7698,14469242.0,0.0216
1.7756,14596983.0,0.0176
1.7803,14740838.0,0.0145
1.7855,14902655.0,0.0111
1.7972,15078435.0,0.006999999999999999
1.8163,15395418.0,0.0005
1.8168,15403434.0,0.0003
1.8245,15562794.0,0.0002
2.0011,14520464.0,0.004
1.8799,13578491.0,0.0105
1.8728,13597220.0,0.0111
1.8638,13620621.0,0.0118
1.8367,13639048.0,0.0138
1.8327,13830499.0,0.011000000000000001
1.8316,13900065.0,0.0103
1.8258,14262791.0,0.0066
1.7990000000000002,14344818.0,0.0041
1.7691,14550994.0,0.0014
1.7535,15429259.0,0.0012
1.7541,15418247.0,0.0013
1.7633,15257996.0,0.0032
1.7697,15182329.0,0.0085
1.7757,15057894.0,0.0134
1.7803,14962600.0,0.0171
1.7703,14840369.0,0.0192
1.7538,14689243.0,0.0225
1.7542,14684382.0,0.0223
1.7573,14646213.0,0.0208
1.7632,14751808.0,0.018000000000000002
1.7794,14862884.0,0.013999999999999999
1.7804,14870137.0,0.0137
1.8095,15132279.0,0.0066
1.8099,15221616.0,0.0041
1.8102,15248180.0,0.0022
1.7714,16409485.0,0.0009
1.7719999999999998,16429366.0,0.0016
1.7741,16412401.0,0.0041
1.7837,16382826.0,0.0063
1.7879,16357624.0,0.0072
1.7998,16286472.0,0.0097
1.8115,16326593.0,0.0095
1.8266,16409354.0,0.0092
1.8313,16435151.0,0.0091
1.8361,16552554.0,0.008
1.8441,16783742.0,0.0062
1.8544,16773125.0,0.0068
1.8677,16759532.0,0.0077
1.9068,16719544.0,0.0102
1.9206,16428027.0,0.0159
1.9242,16327324.0,0.0175
1.9424,15815570.0,0.0254
1.9114,15259859.0,0.0283
1.8794,14506571.0,0.0316
1.8639,14140135.0,0.0332
1.8362,13678895.0,0.0273
1.7919999999999998,13060231.0,0.0175
1.7861,13048537.0,0.0157
1.7701,13016757.0,0.0109
1.8879,15194810.0,0.0002
1.8799,15073190.0,0.0018
1.8657,14660935.0,0.0046
1.8330000000000002,14358822.0,0.01
1.8306,14337265.0,0.0103
1.7762,13740023.0,0.0197
1.7338,13429255.0,0.0218
1.7027,13179727.0,0.0233
1.6674,12896552.0,0.0251
1.6917,13180736.0,0.0213
1.7331,13709140.0,0.0153
1.7348,13730488.0,0.0151
1.7994,13941232.0,0.0094
1.9578,17569902.0,0.0073
1.9549,17434628.0,0.0104
1.9467,17056180.0,0.0192
1.8894,16468337.0,0.0254
1.8228,15710926.0,0.0331
1.8028,15484349.0,0.0355
1.7597,15036567.0,0.0356
1.693,14256023.0,0.0356
1.7009999999999998,14255817.0,0.0328
1.7118,14255546.0,0.028999999999999998
1.7435,14357347.0,0.0183
1.7659,14530325.0,0.0114
1.7718,14617525.0,0.0096
1.7594,16841852.0,0.0019
1.739,16693203.0,0.0035
1.7228,16575183.0,0.0049
1.7269,16645553.0,0.0054
1.7336,16734274.0,0.0062
1.7353,16751219.0,0.0062
1.7515,16921034.0,0.0056
1.7818,17250164.0,0.0046
1.7902,17351542.0,0.0045
1.791,17360632.0,0.0045
1.8063,17601078.0,0.0043
1.8047,17413086.0,0.0059
1.8035,17279272.0,0.006999999999999999
1.8021,17120274.0,0.0084
1.7581,16548110.0,0.0108
1.6948,15678201.0,0.0145
1.692,15638919.0,0.0147
1.7187,15557504.0,0.0163
1.7621,15370501.0,0.0188
1.7548,15272433.0,0.0139
1.7524,15240193.0,0.0122
1.7367,15012634.0,0.0014
1.7662,15310051.0,0.0008
1.7839,15507110.0,0.0006
